comment,clean_text,mudah digunakan (P1),memenuhi kebutuhan (P3),label_umux,actual_umux_dimension,predicted_umux_label,predicted_umux_dimension,is_prediction_correct,suggested_label,suggested_dimension,audit_reason,audit_note,word_count,matched_general_praise,matched_usefulness,matched_ease,matched_negative_usability,sentiment_category,vader_compound,umux_lite_score_1_7,rating,user,date,likes,label UMUX,label,vader_neg,vader_neu,vader_pos,umux_score_category,is_umux_relevant,review_text_lower,audit_text,has_general_praise,has_usefulness_keyword,has_ease_keyword,has_negative_usability_pattern,is_suggestion_different
"saya blm tau hasil nya mudah mudahan bisa membantu aplikasinya untuk pencairan saldo bpjs ketenagaan kerja,intinya saya sudah membari 5 bintang langsung mudah2han tdk mengecewakan.",blm tau hasil nya mudah mudah bisa bantu aplikasi cair saldo bpjs tenaga kerja inti bari bintang langsung mudah han tidak kecewa,0,1,1,Usefulness,1,Usefulness,True,3,Usefulness + Ease of Use,single_dimension_label_contains_both,"Label aktual hanya satu dimensi, tetapi komentar mengandung indikasi usefulness dan ease of use.",25,,"bantu, bpjs, cair, membantu, pencairan, saldo",mudah,,positive,0.9493,6.85,5.0,Agus,2026-04-24 01:33:49,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.147,0.261,0.591,high,True,"saya blm tau hasil nya mudah mudahan bisa membantu aplikasinya untuk pencairan saldo bpjs ketenagaan kerja,intinya saya sudah membari 5 bintang langsung mudah2han tdk mengecewakan.","saya blm tau hasil nya mudah mudahan bisa membantu aplikasinya untuk pencairan saldo bpjs ketenagaan kerja,intinya saya sudah membari 5 bintang langsung mudah2han tdk mengecewakan. blm tau hasil nya mudah mudah bisa bantu aplikasi cair saldo bpjs tenaga kerja inti bari bintang langsung mudah han tidak kecewa",False,True,True,False,True
"lama bgt mau cairin klaim BPJS tk dari awal bulan. Ampe skrg BPJS saya belom cair tuh make JMO, masa harus nunggu verifikasi 1 bulan.",lama bgt mau cairin klaim bpjs tk awal bulan ampe skrg bpjs bom cair tuh make jmo masa nunggu verifikasi bulan,0,0,0,Tidak relevan dengan UMUX-Lite,0,Tidak relevan dengan UMUX-Lite,True,3,Usefulness + Ease of Use,label_0_contains_both_dimensions,"Label aktual tidak relevan, tetapi komentar mengandung indikasi usefulness dan ease of use.",25,,"bpjs, cair, klaim",verifikasi,,positive,0.5267,5.58,1.0,Tri Wulandari,2026-04-24 01:29:52,0.0,Tidak relevan dengan pertanyaan manapun,0,0.121,0.532,0.348,high,False,"lama bgt mau cairin klaim bpjs tk dari awal bulan. ampe skrg bpjs saya belom cair tuh make jmo, masa harus nunggu verifikasi 1 bulan.","lama bgt mau cairin klaim bpjs tk dari awal bulan. ampe skrg bpjs saya belom cair tuh make jmo, masa harus nunggu verifikasi 1 bulan. lama bgt mau cairin klaim bpjs tk awal bulan ampe skrg bpjs bom cair tuh make jmo masa nunggu verifikasi bulan",False,True,True,False,True
knp aplikasi JMO tidak bisa di buka,knp aplikasi jmo tidak bisa buka,0,0,0,Tidak relevan dengan UMUX-Lite,0,Tidak relevan dengan UMUX-Lite,True,2,Ease of Use,label_0_contains_ease_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi ease of use atau masalah penggunaan aplikasi.",7,,,"buka, tidak bisa",tidak bisa buka,negative,-0.2023,3.39,2.0,Aulia Berutu,2026-04-24 01:29:40,0.0,Tidak relevan dengan pertanyaan manapun,0,0.289,0.526,0.184,moderate,False,knp aplikasi jmo tidak bisa di buka,knp aplikasi jmo tidak bisa di buka knp aplikasi jmo tidak bisa buka,False,False,True,True,True
JMO transparan dan efisien dalam penggunaan aplikasi sangatlah multifungsi.,jmo transparan efisien guna aplikasi sangat multifungsi,1,1,3,Usefulness + Ease of Use,3,Usefulness + Ease of Use,True,1,Usefulness,label_3_only_usefulness_detected,"Label aktual gabungan, tetapi keyword yang terdeteksi lebih dominan usefulness saja.",9,,guna,,,positive,0.765,6.29,5.0,Nanto Tris,2026-04-24 00:12:47,0.0,Relevan dengan P1 dan P3,3,0.0,0.431,0.569,high,True,jmo transparan dan efisien dalam penggunaan aplikasi sangatlah multifungsi.,jmo transparan dan efisien dalam penggunaan aplikasi sangatlah multifungsi. jmo transparan efisien guna aplikasi sangat multifungsi,False,True,False,False,True
"aplikasi paling buruk. masa dari thn 2025 sampe sekarang afk selalu mental. boro"" masuk menu. tampilan juga gak ada",aplikasi paling buruk masa thn sampe sekarang afk selalu mental boro masuk menu tampil tidak,0,0,0,Tidak relevan dengan UMUX-Lite,0,Tidak relevan dengan UMUX-Lite,True,2,Ease of Use,label_0_contains_ease_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi ease of use atau masalah penggunaan aplikasi.",19,,,masuk,,negative,-0.7003,1.9,1.0,Epul Snd,2026-04-23 20:03:55,1.0,Tidak relevan dengan pertanyaan manapun,0,0.316,0.612,0.071,low,False,"aplikasi paling buruk. masa dari thn 2025 sampe sekarang afk selalu mental. boro"" masuk menu. tampilan juga gak ada","aplikasi paling buruk. masa dari thn 2025 sampe sekarang afk selalu mental. boro"" masuk menu. tampilan juga gak ada aplikasi paling buruk masa thn sampe sekarang afk selalu mental boro masuk menu tampil tidak",False,False,True,False,True
"apk nya tidak bisa digunakan/dibuka sama sekali Puyak sya,tolong diperiksa kembali.Trimakasih",aplikasi nya tidak bisa guna buka sama sekali puyak sya periksa trimakasih,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,3,Usefulness + Ease of Use,label_0_contains_both_dimensions,"Label aktual tidak relevan, tetapi komentar mengandung indikasi usefulness dan ease of use.",11,,guna,"buka, gunakan, tidak bisa",,positive,0.34,5.02,1.0,Tri Kustanto,2026-04-23 18:14:03,0.0,Tidak relevan dengan pertanyaan manapun,0,0.139,0.57,0.291,high,True,"apk nya tidak bisa digunakan/dibuka sama sekali puyak sya,tolong diperiksa kembali.trimakasih","apk nya tidak bisa digunakan/dibuka sama sekali puyak sya,tolong diperiksa kembali.trimakasih aplikasi nya tidak bisa guna buka sama sekali puyak sya periksa trimakasih",False,True,True,False,True
Lumayan,lumayan,0,0,0,Tidak relevan dengan UMUX-Lite,0,Tidak relevan dengan UMUX-Lite,True,0,Tidak relevan dengan UMUX-Lite,too_short_no_clear_keyword,Komentar sangat pendek dan tidak mengandung keyword UMUX-Lite yang jelas.,1,,,,,neutral,0.0,4.0,5.0,Afkarabani Rabani,2026-04-23 17:26:59,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,1.0,0.0,moderate,False,lumayan,lumayan lumayan,False,False,False,False,False
ko kenapa app ngga kebuka,ko aplikasi tidak buka,0,0,0,Tidak relevan dengan UMUX-Lite,0,Tidak relevan dengan UMUX-Lite,True,2,Ease of Use,label_0_contains_ease_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi ease of use atau masalah penggunaan aplikasi.",5,,,buka,,negative,-0.2023,3.39,1.0,Ahmad Maul,2026-04-23 14:46:33,0.0,Tidak relevan dengan pertanyaan manapun,0,0.393,0.357,0.25,moderate,False,ko kenapa app ngga kebuka,ko kenapa app ngga kebuka ko aplikasi tidak buka,False,False,True,False,True
mantap,mantap,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,0,Tidak relevan dengan UMUX-Lite,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",1,mantap,,,,positive,0.5859,5.76,5.0,Adit Adit,2026-04-23 14:45:03,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,1.0,high,False,mantap,mantap mantap,True,False,False,False,True
aplikasi jmo susah dibuKa,aplikasi jmo susah buka,0,0,0,Tidak relevan dengan UMUX-Lite,0,Tidak relevan dengan UMUX-Lite,True,2,Ease of Use,label_0_contains_ease_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi ease of use atau masalah penggunaan aplikasi.",4,,,"buka, susah",,negative,-0.5106,2.47,2.0,Feri Roza,2026-04-23 13:54:20,0.0,Tidak relevan dengan pertanyaan manapun,0,0.521,0.282,0.197,low,False,aplikasi jmo susah dibuka,aplikasi jmo susah dibuka aplikasi jmo susah buka,False,False,True,False,True
kenapa lambat klo membuka aplikasi tingkat kan kualitas,lambat klo buka aplikasi tingkat kan kualitas,0,0,0,Tidak relevan dengan UMUX-Lite,0,Tidak relevan dengan UMUX-Lite,True,2,Ease of Use,label_0_contains_ease_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi ease of use atau masalah penggunaan aplikasi.",8,,,"buka, lambat",,negative,-0.1531,3.54,5.0,Putra Kalih,2026-04-23 13:53:37,0.0,Tidak relevan dengan pertanyaan manapun,0,0.307,0.351,0.342,moderate,False,kenapa lambat klo membuka aplikasi tingkat kan kualitas,kenapa lambat klo membuka aplikasi tingkat kan kualitas lambat klo buka aplikasi tingkat kan kualitas,False,False,True,False,True
"aplikasi aneh udah lupakan akun, ganti sandi tetap gak bisa login aneh",aplikasi aneh udah lupa akun ganti sandi tetap tidak bisa login aneh,0,0,0,Tidak relevan dengan UMUX-Lite,0,Tidak relevan dengan UMUX-Lite,True,2,Ease of Use,label_0_contains_ease_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi ease of use atau masalah penggunaan aplikasi.",12,,,"gak bisa, login, tidak bisa",tidak bisa login,negative,-0.8689,1.39,1.0,Eunoia Nuna,2026-04-23 13:31:11,0.0,Tidak relevan dengan pertanyaan manapun,0,0.673,0.255,0.071,low,False,"aplikasi aneh udah lupakan akun, ganti sandi tetap gak bisa login aneh","aplikasi aneh udah lupakan akun, ganti sandi tetap gak bisa login aneh aplikasi aneh udah lupa akun ganti sandi tetap tidak bisa login aneh",False,False,True,True,True
Tolong di huawei tidak bisa buka JMO,huawei tidak bisa buka jmo,0,0,0,Tidak relevan dengan UMUX-Lite,0,Tidak relevan dengan UMUX-Lite,True,2,Ease of Use,label_0_contains_ease_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi ease of use atau masalah penggunaan aplikasi.",7,,,"buka, tidak bisa",tidak bisa buka,negative,-0.2023,3.39,5.0,Irwansyah,2026-04-23 12:48:39,0.0,Tidak relevan dengan pertanyaan manapun,0,0.333,0.455,0.212,moderate,False,tolong di huawei tidak bisa buka jmo,tolong di huawei tidak bisa buka jmo huawei tidak bisa buka jmo,False,False,True,True,True
"Gabisa login. Tombol ""Login"" nya gabisa di klik. Update tgl 23.04.2026 masih belum bisa login, setelah di klik tombol LOGIN tidak ada reaksi apa apa.. Hp : POCO F5",tidak bisa login tombol login nya tidak bisa klik update tgl belum bisa login klik tombol login tidak reaksi apa apa hp poco f,0,0,0,Tidak relevan dengan UMUX-Lite,0,Tidak relevan dengan UMUX-Lite,True,2,Ease of Use,label_0_contains_ease_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi ease of use atau masalah penggunaan aplikasi.",29,,,"gabisa, login, tidak bisa",tidak bisa login,negative,-0.5423,2.37,1.0,Purnama Kha,2026-04-23 11:34:18,0.0,Tidak relevan dengan pertanyaan manapun,0,0.28,0.489,0.231,low,False,"gabisa login. tombol ""login"" nya gabisa di klik. update tgl 23.04.2026 masih belum bisa login, setelah di klik tombol login tidak ada reaksi apa apa.. hp : poco f5","gabisa login. tombol ""login"" nya gabisa di klik. update tgl 23.04.2026 masih belum bisa login, setelah di klik tombol login tidak ada reaksi apa apa.. hp : poco f5 tidak bisa login tombol login nya tidak bisa klik update tgl belum bisa login klik tombol login tidak reaksi apa apa hp poco f",False,False,True,True,True
"saya pas verifikasi wajah susah banget padahal pencahayaan, posisi wajah dll sudah ok tapi kenapa selalu kehabisan waktu dan notifnya selalu suruh ngepaskan wajah",pas verifikasi wajah susah banget padahal cahaya posisi wajah selalu habis waktu notifnya selalu suruh ngepaskan wajah,0,0,0,Tidak relevan dengan UMUX-Lite,0,Tidak relevan dengan UMUX-Lite,True,2,Ease of Use,label_0_contains_ease_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi ease of use atau masalah penggunaan aplikasi.",24,ok,,"susah, verifikasi",,negative,-0.4767,2.57,2.0,Candra Den,2026-04-23 10:53:19,0.0,Tidak relevan dengan pertanyaan manapun,0,0.182,0.739,0.079,low,False,"saya pas verifikasi wajah susah banget padahal pencahayaan, posisi wajah dll sudah ok tapi kenapa selalu kehabisan waktu dan notifnya selalu suruh ngepaskan wajah","saya pas verifikasi wajah susah banget padahal pencahayaan, posisi wajah dll sudah ok tapi kenapa selalu kehabisan waktu dan notifnya selalu suruh ngepaskan wajah pas verifikasi wajah susah banget padahal cahaya posisi wajah selalu habis waktu notifnya selalu suruh ngepaskan wajah",True,False,True,False,True
trimakasih,trimakasih,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,0,Tidak relevan dengan UMUX-Lite,too_short_no_clear_keyword,Komentar sangat pendek dan tidak mengandung keyword UMUX-Lite yang jelas.,1,,,,,neutral,0.0,4.0,5.0,Tri Ayu,2026-04-23 10:39:37,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,1.0,0.0,moderate,False,trimakasih,trimakasih trimakasih,False,False,False,False,True
mantap,mantap,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,0,Tidak relevan dengan UMUX-Lite,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",1,mantap,,,,positive,0.5859,5.76,5.0,RIJIK ALMUNAWAR,2026-04-23 10:24:13,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,1.0,high,False,mantap,mantap mantap,True,False,False,False,True
tidak ada pilihan menu cek Saldo jaminan pensiun,tidak pilih menu cek saldo jamin pensiun,0,0,0,Tidak relevan dengan UMUX-Lite,0,Tidak relevan dengan UMUX-Lite,True,1,Usefulness,label_0_contains_usefulness_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi usefulness atau manfaat aplikasi.",8,,saldo,,,neutral,0.0,4.0,2.0,Maz Cupliz,2026-04-23 09:54:45,0.0,Tidak relevan dengan pertanyaan manapun,0,0.234,0.426,0.34,moderate,False,tidak ada pilihan menu cek saldo jaminan pensiun,tidak ada pilihan menu cek saldo jaminan pensiun tidak pilih menu cek saldo jamin pensiun,False,True,False,False,True
di hp saya samsung J7prime aplikasi tidak bisa di buka sering berhenti,hp samsung j prime aplikasi tidak bisa buka sering henti,0,0,0,Tidak relevan dengan UMUX-Lite,0,Tidak relevan dengan UMUX-Lite,True,2,Ease of Use,label_0_contains_ease_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi ease of use atau masalah penggunaan aplikasi.",12,,,"buka, tidak bisa","aplikasi tidak bisa, tidak bisa buka",negative,-0.2023,3.39,1.0,An Nang,2026-04-23 09:41:32,0.0,Tidak relevan dengan pertanyaan manapun,0,0.19,0.69,0.121,moderate,False,di hp saya samsung j7prime aplikasi tidak bisa di buka sering berhenti,di hp saya samsung j7prime aplikasi tidak bisa di buka sering berhenti hp samsung j prime aplikasi tidak bisa buka sering henti,False,False,True,True,True
lebih mudah mengajukan klaim,lebih mudah aju klaim,1,0,2,Ease of Use,2,Ease of Use,True,3,Usefulness + Ease of Use,single_dimension_label_contains_both,"Label aktual hanya satu dimensi, tetapi komentar mengandung indikasi usefulness dan ease of use.",4,,klaim,mudah,,positive,0.7003,6.1,5.0,Jay Sunjaya,2026-04-23 09:27:29,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.256,0.744,high,True,lebih mudah mengajukan klaim,lebih mudah mengajukan klaim lebih mudah aju klaim,False,True,True,False,True
MANTAP,mantap,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,0,Tidak relevan dengan UMUX-Lite,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",1,mantap,,,,positive,0.5859,5.76,5.0,Maya Amin,2026-04-23 09:07:13,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,1.0,high,False,mantap,mantap mantap,True,False,False,False,True
mantap,mantap,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,0,Tidak relevan dengan UMUX-Lite,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",1,mantap,,,,positive,0.5859,5.76,5.0,Yunita Daeli,2026-04-23 08:59:41,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,1.0,high,False,mantap,mantap mantap,True,False,False,False,True
"Tidak bisa masuk dengan notif Aplikasi terus berhenti sudah telpon Bpjs, katanya ga ada masalah",tidak bisa masuk notif aplikasi terus henti telpon bpjs kata tidak masalah,0,0,0,Tidak relevan dengan UMUX-Lite,0,Tidak relevan dengan UMUX-Lite,True,3,Usefulness + Ease of Use,label_0_contains_both_dimensions,"Label aktual tidak relevan, tetapi komentar mengandung indikasi usefulness dan ease of use.",15,,bpjs,"masuk, tidak bisa",tidak bisa masuk,negative,-0.7964,1.61,1.0,uchie sanusi,2026-04-23 08:46:22,0.0,Tidak relevan dengan pertanyaan manapun,0,0.529,0.321,0.15,low,False,"tidak bisa masuk dengan notif aplikasi terus berhenti sudah telpon bpjs, katanya ga ada masalah","tidak bisa masuk dengan notif aplikasi terus berhenti sudah telpon bpjs, katanya ga ada masalah tidak bisa masuk notif aplikasi terus henti telpon bpjs kata tidak masalah",False,True,True,True,True
"klaim uang sendiri aja pake verifikasi perusahaan dulu, aturan lu kaya dog",klaim uang sendiri aja pake verifikasi usaha dulu atur lu kaya dog,0,0,0,Tidak relevan dengan UMUX-Lite,0,Tidak relevan dengan UMUX-Lite,True,3,Usefulness + Ease of Use,label_0_contains_both_dimensions,"Label aktual tidak relevan, tetapi komentar mengandung indikasi usefulness dan ease of use.",12,,klaim,verifikasi,,positive,0.4939,5.48,1.0,Ilham Maulana,2026-04-23 08:37:00,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.634,0.366,high,False,"klaim uang sendiri aja pake verifikasi perusahaan dulu, aturan lu kaya dog","klaim uang sendiri aja pake verifikasi perusahaan dulu, aturan lu kaya dog klaim uang sendiri aja pake verifikasi usaha dulu atur lu kaya dog",False,True,True,False,True
Bagus,bagus,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,0,Tidak relevan dengan UMUX-Lite,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",1,bagus,,,,positive,0.5267,5.58,5.0,Sisman Lamusu,2026-04-23 08:35:12,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,1.0,high,False,bagus,bagus bagus,True,False,False,False,True
"heran padahal dari Senin udah verifikasi perusahaan tinggal pembayaran klaim, ini dah kamis blm masuk masuk juga. pengajuan ya antri lama, klaim pembayaran juga lama, mau ambil hak sendiri aja di persulit",heran padahal senin udah verifikasi usaha tinggal bayar klaim dah kamis blm masuk masuk aju antri lama klaim bayar lama mau ambil hak sendiri aja sulit,0,0,0,Tidak relevan dengan UMUX-Lite,0,Tidak relevan dengan UMUX-Lite,True,3,Usefulness + Ease of Use,label_0_contains_both_dimensions,"Label aktual tidak relevan, tetapi komentar mengandung indikasi usefulness dan ease of use.",32,,klaim,"masuk, sulit, verifikasi",,negative,-0.7269,1.82,1.0,Warkop 190,2026-04-23 08:25:41,0.0,Tidak relevan dengan pertanyaan manapun,0,0.329,0.393,0.278,low,False,"heran padahal dari senin udah verifikasi perusahaan tinggal pembayaran klaim, ini dah kamis blm masuk masuk juga. pengajuan ya antri lama, klaim pembayaran juga lama, mau ambil hak sendiri aja di persulit","heran padahal dari senin udah verifikasi perusahaan tinggal pembayaran klaim, ini dah kamis blm masuk masuk juga. pengajuan ya antri lama, klaim pembayaran juga lama, mau ambil hak sendiri aja di persulit heran padahal senin udah verifikasi usaha tinggal bayar klaim dah kamis blm masuk masuk aju antri lama klaim bayar lama mau ambil hak sendiri aja sulit",False,True,True,False,True
